"Year","PgCO2_per_year_to_atmos_global_all_depths","PgCO2_per_year_to_atmos_global_200m_less","PgCO2_per_year_to_atmos_global_200m_greater","PgCO2_per_year_to_atmos_global_400m_greater"
1,0.990646213354145,0.962336619527456,0.0283095938267587,0.00690976498843799
2,1.07228275600526,1.02953901768391,0.0427437383213506,0.0103840362455876
3,1.12870381394676,1.07422644519356,0.0544773687533635,0.0137144577330607
4,1.17108559140683,1.10736400764892,0.0637215837579566,0.0166349099798663
5,1.20354218435838,1.1325985249961,0.0709436593623696,0.0191216193609019
6,1.22866912762623,1.15200980136928,0.0766593262569609,0.0212364299956867
7,1.24832234419019,1.16703217004751,0.0812901741427042,0.0230505153410063
8,1.26386129023345,1.17871598293463,0.0851453072989469,0.0246254630571139
9,1.27630367605164,1.1878615988562,0.0884420771954815,0.0260102096226397
10,1.28640475939166,1.19507606676124,0.0913286926303895,0.0272420911397323
11,1.29472549337266,1.20082052308213,0.0939049702905375,0.0283491623850755
12,1.30168458380734,1.20544412383875,0.0962404599685088,0.0293531828481821
13,1.30759466898858,1.20920996193898,0.098384707049677,0.0302715427725977
14,1.31268985742784,1.21231570137788,0.100374156049936,0.0311182915222721
15,1.31714670495733,1.21490992627276,0.102236778684676,0.031905061969968
16,1.32109898459225,1.2171041488092,0.103994835783078,0.0326416412170675
17,1.32464928329234,1.2189828140866,0.105666469205707,0.033336303236407
18,1.3278767803304,1.22061009779362,0.107266682536872,0.0339960650371251
19,1.33084328981007,1.22203507978611,0.108808210023888,0.0346271641031849
20,1.33359693300546,1.22329602954812,0.110300903457304,0.0352342178915075
21,1.33617649035813,1.2244227698432,0.111753720514967,0.0358220623904314
22,1.33861060937277,1.22543716927793,0.113173440094847,0.0363943487428944
23,1.34092145311332,1.22635727908093,0.114564174032365,0.0369529325486581
24,1.3431268458256,1.22719744190106,0.115929403924515,0.0374997895830745
25,1.34524051039736,1.22796895262933,0.117271557768057,0.0380364800326491
26,1.347273672097,1.22868098837048,0.118592683726485,0.0385646850386196
27,1.34923504674944,1.22934099822193,0.119894048527477,0.0390857294055993
28,1.35113037190555,1.22995508289617,0.121175289009512,0.0395995966559188
29,1.35296557216614,1.23052828575854,0.122437286407615,0.0401077250120247
30,1.35474338313806,1.23106481648113,0.123678566656917,0.0406093306286282
31,1.35646673061107,1.23156822330418,0.124898507306772,0.0411045464776491
32,1.35813849740864,1.2320415260727,0.126096971335951,0.0415940028414028
33,1.35976107566932,1.23248731934079,0.127273756328453,0.0420782418643845
34,1.36133499462744,1.23290785264003,0.128427141987397,0.0425562263899187
35,1.36286154211975,1.23330509331171,0.129556448808086,0.0430278788153765
36,1.36434185768662,1.23368077600733,0.130661081679329,0.0434931098164815
37,1.36577699095166,1.23403644194936,0.131740549002251,0.0439518288463681
38,1.36716793974272,1.23437347032504,0.132794469417793,0.0444039473256646
39,1.36851568303236,1.23469310340384,0.133822579628502,0.0448493869502279
40,1.3698212021357,1.23499646704093,0.13482473509495,0.0452880835853344
41,1.37108548969252,1.23528458725924,0.135800902433376,0.0457199861972544
42,1.37230955013424,1.23555840383515,0.136751146299083,0.0461450514507995
43,1.37349441473056,1.23581878146945,0.13767563326113,0.0465632550305168
44,1.37464113825191,1.23606651900623,0.138574619245706,0.0469745886017693
45,1.37575079604802,1.2363023570817,0.139448438966359,0.0473790584689795
46,1.37682448032064,1.23652698449366,0.140297495826942,0.0477766846051922
47,1.37786329600574,1.23674104355132,0.141122252454473,0.0481674999923294
48,1.37886835584432,1.23694513452618,0.141923221318119,0.0485515495718896
49,1.37984077487704,1.23713981949336,0.142700955383659,0.0489288886492768
50,1.38078167833232,1.23732563941608,0.143456038916201,0.0492995807997765
51,1.38169216183885,1.23750307923043,0.144189082608406,0.0496636994214561
52,1.38257331496889,1.2376725999162,0.144900715052692,0.0500213249473771
53,1.38342621760284,1.2378346391583,0.145591578444573,0.0503725456175185
54,1.38425193072792,1.23798960893473,0.146262321793284,0.0507174551135541
55,1.3850514900444,1.23813789719934,0.146913592845126,0.0510561482989969
56,1.385825918679,1.23827987843625,0.147546040242744,0.0513887266310944
57,1.38657622800728,1.23841591823822,0.148160309769059,0.0517152971399724
58,1.38730334950357,1.23854631002199,0.148757039481555,0.0520359698283565
59,1.38800823938832,1.23867135958784,0.149336879800523,0.0523508796033206
60,1.38869177143328,1.23879135512669,0.149900416306636,0.0526601105417274
61,1.38935481248009,1.23890656823228,0.150448244247913,0.0529637715329223
62,1.38999820103534,1.23901725485032,0.150980946185061,0.0532619747693985
63,1.3906227439317,1.23912365617033,0.151499087761365,0.053554832108988
64,1.39122921705075,1.2392259994666,0.15200321758426,0.0538424553309056
65,1.3918183667129,1.23932449889405,0.152493867818923,0.054124956597084
66,1.39239090736932,1.23941935623963,0.15297155112966,0.0544024458194329
67,1.39294752333193,1.23951076163444,0.153436761697576,0.0546750323209331
68,1.39348887089679,1.23959889422843,0.153889976668389,0.0549428246727489
69,1.39401557769074,1.23968392283206,0.154331654858709,0.0552059296740488
70,1.39452824542334,1.2397660065221,0.154762238901085,0.0554644541211655
71,1.39502744697472,1.23984529519671,0.155182151778021,0.0557185009079412
72,1.39551372971124,1.23992193014172,0.155591799569638,0.0559681712950648
73,1.39598761706383,1.23999604453472,0.155991572529153,0.0562135654740174
74,1.39644960873827,1.24006776393084,0.156381844807454,0.0564547817566903
75,1.39690018167588,1.24013720671988,0.156762974956091,0.0566919165281025
76,1.39733979147978,1.24020448455885,0.157135306920963,0.0569250646816393
77,1.39776887370397,1.24026970277981,0.157499170924042,0.0571543199401036
78,1.3981878415121,1.24033296077382,0.157854880738307,0.0573797715724237
79,1.39859709036542,1.24039435235313,0.158202738012288,0.0576015081666593
80,1.39899699668448,1.2404539660909,0.158543030593651,0.0578196154120789
81,1.39938792069542,1.24051188564106,0.158876035054327,0.0580341780951148
82,1.39977020722267,1.24056819003977,0.15920201718279,0.0582452800772956
83,1.40014418249632,1.24062295398689,0.159521228509545,0.0584530003224112
84,1.40051015940742,1.24067624811136,0.159833911296084,0.0586574174047756
85,1.40086843662952,1.24072813921872,0.160140297410767,0.0588586079224719
86,1.4012192995187,1.2407786905262,0.160440608992501,0.0590566467171571
87,1.40156302067387,1.24082796187853,0.160735058795371,0.0592516067940193
88,1.40189986058225,1.24087600995359,0.16102385062867,0.0594435593560179
89,1.40223006852009,1.24092288845426,0.161307180065849,0.0596325740603038
90,1.40255388236164,1.24096864828693,0.161585234074734,0.0598187184585314
91,1.40287152973325,1.24101333772965,0.161858192003625,0.0600020584956887
92,1.40318322851598,1.24105700258828,0.162126225927652,0.0601826585302676
93,1.40348918730796,1.24109968634507,0.16238950096294,0.0603605813546736
94,1.40378961014225,1.24114143029436,0.162648179847986,0.0605358924796201
95,1.40408468515348,1.24118227367181,0.162902411481759,0.0607086483911775
96,1.40437459447371,1.24122225377457,0.163152340699192,0.0608789060611044
97,1.40465951378647,1.2412614060732,0.163398107713275,0.0610467221384689
98,1.40493961156136,1.24129976431808,0.163639847243239,0.0612121518420081
99,1.40521504940936,1.24133736063617,0.163877688773133,0.061375248996153
100,1.40548598242075,1.24137422562435,0.164111756796509,0.061536066066415
101,1.40575255948312,1.2414103884348,0.164342171048298,0.0616946541940777
102,1.40601492358033,1.24144587685611,0.16456904672413,0.061851063230178
103,1.40627321207634,1.24148071738833,0.16479249468803,0.0620053417687246
104,1.40652755698219,1.24151493531343,0.16501262166877,0.0621575371791416
105,1.40677808520837,1.24154855476275,0.165229530445616,0.0623076956379227
106,1.40702491880071,1.24158159877659,0.16544332002406,0.0624558621595107
107,1.4072681751671,1.24161408936515,0.165654085801956,0.0626020806263815
108,1.40750796728726,1.24164604756058,0.165861919726699,0.0627463938183111
109,1.4077444039133,1.24167749346949,0.166066910443864,0.0628888434409043
110,1.40797758975797,1.24170844632011,0.166269143437837,0.0630294701533264
111,1.40820762567257,1.24173892450766,0.166468701164935,0.0631683135952966
112,1.40843460881532,1.24176894563602,0.166665663179316,0.0633054124133254
113,1.4086586328104,1.24179852655802,0.166860106252378,0.0634408042862356
114,1.40887978789824,1.24182768341257,0.167052104485661,0.0635745259499734
115,1.40909816107731,1.24185643165934,0.167241729417941,0.0637066132217601
116,1.40931383623815,1.24188478611132,0.167429050126885,0.0638371010235233
117,1.40952689429291,1.24191276096771,0.167614133325268,0.0639660234047431
118,1.40973741329242,1.24194036984004,0.167797043452451,0.0640934135646165
119,1.40994546854461,1.24196762578328,0.167977842761309,0.0642193038736683
120,1.4101511327195,1.24199454131874,0.168156591400723,0.0643437258947413
121,1.41035447595433,1.24202112846013,0.168333347494197,0.0644667104034084
122,1.41055556595071,1.24204739873619,0.16850816721455,0.0645882874078926
123,1.41075446806808,1.24207336321299,0.168681104855174,0.0647084861684086
124,1.41095124541181,1.24209903251385,0.168852212897927,0.0648273352159966
125,1.41114595891734,1.24212441683936,0.169021542077924,0.0649448623709085
126,1.41133866743093,1.24214952598565,0.169189141445306,0.0650610947604586
127,1.4115294277859,1.24217436936142,0.169355058424539,0.0651760588364646
128,1.41171829487653,1.24219895600578,0.169519338870716,0.0652897803922142
129,1.41190532172676,1.24222329460274,0.169682027123907,0.065402284579014
130,1.41209055955724,1.2422473934965,0.169843166060869,0.0655135959223284
131,1.41227405785023,1.24227126070545,0.170002797144718,0.0656237383375149
132,1.41245586440919,1.24229490393642,0.170160960472792,0.0657327351451601
133,1.41263602541848,1.24231833059621,0.170317694822299,0.0658406090860558
134,1.41281458549939,1.24234154780505,0.170473037694386,0.0659473823358059
135,1.41299158776328,1.24236456240674,0.170627025356544,0.0660530765190638
136,1.41316707386441,1.24238738098126,0.170779692883182,0.0661577127234664
137,1.41334108404904,1.24241000985401,0.170931074194994,0.0662613115131829
138,1.41351365720341,1.24243245510658,0.171081202096717,0.0663638929421934
139,1.41368483089969,1.24245472258615,0.171230108313611,0.0664654765671943
140,1.41385464144088,1.24247681791427,0.171377823526583,0.0665660814602619
141,1.41402312390267,1.24249874649654,0.171524377406194,0.0666657262211605
142,1.41419031217538,1.24252051353006,0.17166979864539,0.0667644289893885
143,1.4143562390028,1.24254212401155,0.17181411499123,0.0668622074559293
144,1.4145209360209,1.24256358274539,0.171957353275578,0.0669590788747523
145,1.41468443379529,1.24258489435073,0.172099539444542,0.0670550600739969
146,1.41484676185591,1.24260606326856,0.172240698587384,0.0671501674669183
147,1.41500794873328,1.2426270937692,0.172380854964061,0.0672444170625802
148,1.41516802198908,1.2426479899568,0.17252003203219,0.0673378244762946
149,1.41532700825061,1.24266875577755,0.172658252473008,0.0674304049397632
150,1.415484933241,1.24268939502439,0.172795538216595,0.0675221733110827
151,1.41564182181038,1.24270991134409,0.172931910466251,0.0676131440843888
152,1.41579769796276,1.24273030824066,0.173067389722091,0.0677033313993658
153,1.41595258488707,1.24275058908288,0.173201995804112,0.0677927490504713
154,1.416106504982,1.24277075710763,0.173335747874319,0.0678814104959512
155,1.41625947988424,1.24279081542605,0.173468664458188,0.0679693288666744
156,1.41641153049275,1.24281076702724,0.173600763465645,0.0680565169746667
157,1.416562676995,1.24283061478373,0.173732062211271,0.0681429873215315
158,1.41671293888827,1.24285036145429,0.17386257743392,0.0682287521066023
159,1.41686233500654,1.24287000969077,0.173992325315731,0.0683138232349127
160,1.41701088353966,1.24288956203911,0.174121321500573,0.0683982123249533
161,1.41715860205722,1.24290902094524,0.17424958111196,0.068481930716286
162,1.41730550752869,1.24292838875838,0.174377118770314,0.0685649894768935
163,1.41745161634367,1.24294766773388,0.174503948609866,0.0686473994103872
164,1.41759694433335,1.24296686003847,0.174630084294885,0.0687291710630404
165,1.41774150678645,1.24298596775093,0.174755539035451,0.0688103147306073
166,1.41788531847104,1.24300499286824,0.174880325602812,0.0688908404650096
167,1.41802839365074,1.24302393730653,0.175004456344177,0.0689707580808067
168,1.41817074610218,1.24304280290505,0.175127943197149,0.0690500771615312
169,1.41831238913237,1.24306159142882,0.175250797703535,0.0691288070658584
170,1.418453335595,1.24308030457198,0.175373031023003,0.0692069569335786
171,1.41859359790521,1.24309894395914,0.175494653945959,0.0692845356914765
172,1.41873318805566,1.24311751114921,0.175615676906394,0.0693615520589901
173,1.41887211763207,1.24313600763804,0.175736109994046,0.0694380145537608
174,1.41901039782577,1.24315443485939,0.175855962966227,0.0695139314970279
175,1.41914803944819,1.24317279418875,0.175975245259458,0.0695893110188644
176,1.4192850529456,1.24319108694525,0.176093966000456,0.069664161063303
177,1.41942144840952,1.24320931439265,0.176212134017006,0.0697384893932878
178,1.41955723559172,1.24322747774336,0.176329757848326,0.0698123035955174
179,1.41969242391416,1.24324557815894,0.176446845755176,0.0698856110851549
180,1.41982702248211,1.24326361675248,0.176563405729634,0.0699584191103917
181,1.41996104009565,1.24328159459126,0.176679445504484,0.0700307347569211
182,1.42009448525943,1.243299512697,0.176794972562419,0.0701025649522451
183,1.42022736619381,1.24331737204896,0.176909994144807,0.0701739164699054
184,1.42035969084555,1.24333517358525,0.177024517260304,0.0702447959335711
185,1.42049146689672,1.2433529182038,0.177138548693021,0.0703152098210352
186,1.42062270177538,1.2433706067647,0.17725209501059,0.0703851644680587
187,1.42075340266367,1.24338824009179,0.17736516257181,0.0704546660721692
188,1.42088357650747,1.24340581897318,0.177477757534171,0.0705237206963167
189,1.4210132300248,1.24342334416379,0.177589885861039,0.0705923342724065
190,1.42114236971448,1.24344081638594,0.177701553328544,0.0706605126048053
191,1.4212710018629,1.24345823633048,0.177812765532383,0.0707282613736714
192,1.42139913255357,1.24347560465917,0.17792352789434,0.0707955861382368
193,1.42152676767282,1.24349292200433,0.17803384566847,0.0708624923399826
194,1.42165391291892,1.24351018897176,0.178143723947244,0.0709289853057491
195,1.42178057380731,1.24352740614,0.178253167667328,0.0709950702506965
196,1.42190675567821,1.24354457406302,0.178362181615269,0.071060752281278
197,1.4220324637031,1.24356169327019,0.178470770432958,0.071126036398034
198,1.4221577028909,1.24357876426799,0.178578938622843,0.0711909274983634
199,1.42228247809318,1.24359578754007,0.178686690553074,0.0712554303792139
200,1.42240679401159,1.24361276354927,0.178794030462362,0.0713195497396777
300,1.4329744918297,1.24510599254075,0.187868499289027,0.0763253283131449
400,1.44074185893017,1.2462479060172,0.194493952912891,0.0796200974091372
500,1.44654685569126,1.24711406311371,0.199432792577615,0.0819555746228824
600,1.45097415725238,1.24777886432876,0.203195292923657,0.0836861955044538
700,1.45443335404927,1.24829987871349,0.206133475335743,0.0850178199009973
800,1.45720766599847,1.24871834321953,0.20848932277888,0.0860783822979243
900,1.45949097589346,1.24906293952797,0.21042803636541,0.0869494959203463
1000,1.46141486409534,1.24935330117113,0.21206156292421,0.0876839189630663
